,Name,Size,Brand,Sale_Price,Condition,Link
227,LULULEMON SKINNY GROVE PANT – BLACK,6,LULULEMON ATHLETICA,47,N/A,https://poshmark.com/LISTING/LULULEMON-SKINNY-GROVE-PANT-BLACK-6097645686DCBB6A5F5A5F80
228,LULULEMON WUNDER UNDER HI-RISE BLACK WHITE MOSAIC,8,LULULEMON ATHLETICA,55,N/A,https://poshmark.com/LISTING/LULULEMON-WUNDER-UNDER-HIRISE-BLACK-WHITE-MOSAIC-6115B9EAAE766F50500830E2
229,LULULEMON AMELIA BLACK LEGGINGS SIZE 4,4,LULULEMON ATHLETICA,24,N/A,https://poshmark.com/LISTING/LULULEMON-AMELIA-BLACK-LEGGINGS-SIZE-4-616C8035AC97028753F7C5A9
230,LULULEMON REVERSIBLE CROP LEGGINGS,4,LULULEMON ATHLETICA,20,N/A,https://poshmark.com/LISTING/LULULEMON-REVERSIBLE-CROP-LEGGINGS-60FB8FB62A1EFF300D1194D0
231,LULULEMON REVERSIBLE GROOVE BLACK GLACIER LACE YOGA PANT,8,LULULEMON ATHLETICA,55,N/A,https://poshmark.com/LISTING/LULULEMON-REVERSIBLE-GROOVE-BLACK-GLACIER-LACE-YOGA-PANT-615C92A1180136B238D56EF2
232,LULULEMON WHITE/BLACK WUNDER UNDER STIRRUP PANT 6,6,LULULEMON ATHLETICA,49,N/A,https://poshmark.com/LISTING/LULULEMON-WHITEBLACK-WUNDER-UNDER-STIRRUP-PANT-6-60D67268163DF4BCCB176D0E
233,LULULEMON LIGHT SPEED TIGHT FULL ON LUXTREME IN DESERT SNAKE DEEP COAL BLACK,8,LULULEMON ATHLETICA,50,N/A,https://poshmark.com/LISTING/LULULEMON-LIGHT-SPEED-TIGHT-FULL-ON-LUXTREME-IN-DESERT-SNAKE-DEEP-COAL-BLACK-6156279C88CCE3319C2BD99B
234,LULULEMON RUN: INSPIRE CROP II BLACK / SPR,4,LULULEMON ATHLETICA,55,N/A,https://poshmark.com/LISTING/LULULEMON-RUN-INSPIRE-CROP-IIBLACK-SPR-6148CC096E28468C26F68F84
235,LULULEMON METROPOLIS MAVEN HIGH-RISE CROP,N/A,LULULEMON ATHLETICA,66,NWT,https://poshmark.com/LISTING/LULULEMON-METROPOLIS-MAVEN-HIGHRISE-CROP-60F3652609D76008E43D205B
236,"LULULEMON ALIGN HIGH RISE PANT 25"" POCKETS GOLD",14,LULULEMON ATHLETICA,88,NWT,https://poshmark.com/LISTING/LULULEMON-ALIGN-HIGH-RISE-PANT-25-POCKETS-GOLD-613F2FCBFF83041C4827AA0A
237,"LULULEMON ALIGN CROP 23"" *DIAMOND DYE LEGGINGS SIZE 14 WOMENS NEW",N/A,LULULEMON ATHLETICA,80,NWT,https://poshmark.com/LISTING/LULULEMON-ALIGN-CROP-23-DIAMOND-DYE-LEGGINGS-SIZE-14-WOMENS-NEW-6175E90688CCE36B1E176885
238,LULULEMON ATHLETICA ALIGN CROPPED HI RISE LEGGINGS IN DARK ADOBE PURPLE,6,LULULEMON ATHLETICA,65,N/A,https://poshmark.com/LISTING/LULULEMON-ATHLETICA-ALIGN-CROPPED-HI-RISE-LEGGINGS-IN-DARK-ADOBE-PURPLE-61659C18045E39B51B38C404
239,NWT LULULEMON 2021 GROOVE PANT FLARE SUPER HIGH RISE LEGGINGS TRUE NAVY BLUE 4,4,LULULEMON ATHLETICA,198,NWT,https://poshmark.com/LISTING/NWT-LULULEMON-2021-GROOVE-PANT-FLARE-SUPER-HIGH-RISE-LEGGINGS-TRUE-NAVY-BLUE-4-61773020946D3710DE4407D5
